Source;Target;Type;weight
663;643;undirected;1
663;664;undirected;1
663;665;undirected;1
663;666;undirected;1
663;667;undirected;1
663;668;undirected;2
663;867;undirected;1
663;1017;undirected;1
663;1081;undirected;1
663;1101;undirected;1
663;1309;undirected;1
663;1411;undirected;1
663;1517;undirected;1
664;19;undirected;1
664;137;undirected;1
664;186;undirected;1
664;223;undirected;1
664;239;undirected;1
664;334;undirected;1
664;352;undirected;1
664;665;undirected;1
664;666;undirected;1
664;667;undirected;1
664;668;undirected;1
664;814;undirected;1
664;833;undirected;1
664;918;undirected;1
664;1008;undirected;1
664;1016;undirected;1
664;1017;undirected;1
665;55;undirected;1
665;111;undirected;1
665;118;undirected;1
665;125;undirected;1
665;137;undirected;1
665;186;undirected;2
665;223;undirected;1
665;239;undirected;1
665;252;undirected;1
665;288;undirected;1
665;298;undirected;1
665;333;undirected;1
665;334;undirected;1
665;352;undirected;1
665;355;undirected;1
665;578;undirected;1
665;627;undirected;1
665;651;undirected;1
665;666;undirected;1
665;667;undirected;1
665;668;undirected;1
665;688;undirected;1
665;763;undirected;1
665;810;undirected;1
665;868;undirected;1
665;885;undirected;1
665;891;undirected;1
665;905;undirected;1
665;908;undirected;1
665;1021;undirected;1
665;1045;undirected;1
665;1308;undirected;1
665;1317;undirected;1
665;1318;undirected;2
665;1376;undirected;1
665;1723;undirected;1
666;74;undirected;1
666;137;undirected;1
666;186;undirected;1
666;239;undirected;1
666;334;undirected;1
666;352;undirected;1
666;469;undirected;1
666;667;undirected;1
666;668;undirected;1
666;761;undirected;1
666;1387;undirected;1
666;1802;undirected;1
667;15;undirected;1
667;108;undirected;1
667;137;undirected;1
667;199;undirected;1
667;203;undirected;1
667;215;undirected;1
667;239;undirected;1
667;304;undirected;1
667;334;undirected;1
667;352;undirected;1
667;668;undirected;1
667;700;undirected;1
667;826;undirected;1
667;917;undirected;1
667;1124;undirected;1
667;1149;undirected;1
667;1224;undirected;1
667;1332;undirected;1
667;1381;undirected;1
667;1545;undirected;1
668;334;undirected;1
668;352;undirected;1
669;669;undirected;1
669;670;undirected;1
669;1389;undirected;1
670;389;undirected;1
670;1027;undirected;1
670;1040;undirected;1
670;1574;undirected;1
670;1751;undirected;1
671;235;undirected;1
671;270;undirected;1
671;672;undirected;1
671;673;undirected;1
671;840;undirected;1
671;1009;undirected;1
672;0;undirected;1
672;235;undirected;1
672;555;undirected;1
672;673;undirected;1
672;705;undirected;1
672;716;undirected;1
672;846;undirected;1
672;915;undirected;1
672;947;undirected;1
672;1233;undirected;1
672;1283;undirected;1
672;1529;undirected;1
672;1551;undirected;1
674;6;undirected;1
674;15;undirected;1
674;147;undirected;1
674;195;undirected;1
674;269;undirected;1
674;335;undirected;1
674;362;undirected;1
674;470;undirected;1
674;675;undirected;1
674;746;undirected;1
674;1016;undirected;1
674;1050;undirected;1
674;1118;undirected;1
674;1545;undirected;1
674;1717;undirected;1
675;15;undirected;1
675;309;undirected;1
675;578;undirected;1
675;612;undirected;1
675;716;undirected;1
675;912;undirected;1
675;915;undirected;1
675;1023;undirected;1
675;1024;undirected;1
675;1116;undirected;1
675;1297;undirected;1
676;355;undirected;1
677;10;undirected;1
677;15;undirected;1
677;114;undirected;1
677;144;undirected;1
677;174;undirected;1
677;194;undirected;1
677;249;undirected;1
677;272;undirected;1
677;310;undirected;1
677;334;undirected;1
677;353;undirected;1
677;427;undirected;1
677;450;undirected;1
677;478;undirected;1
677;501;undirected;2
677;592;undirected;1
677;667;undirected;1
677;677;undirected;1
677;678;undirected;1
677;679;undirected;1
677;680;undirected;1
677;681;undirected;1
677;705;undirected;1
677;802;undirected;1
677;810;undirected;2
677;830;undirected;1
677;867;undirected;1
677;868;undirected;1
677;891;undirected;1
677;924;undirected;1
677;931;undirected;1
677;995;undirected;1
677;997;undirected;1
677;1058;undirected;1
677;1137;undirected;2
677;1180;undirected;1
677;1280;undirected;1
677;1281;undirected;1
677;1282;undirected;1
677;1300;undirected;1
677;1394;undirected;2
677;1404;undirected;2
677;1534;undirected;1
677;1576;undirected;1
677;1580;undirected;1
677;1721;undirected;1
677;1737;undirected;1
678;500;undirected;1
678;679;undirected;1
678;680;undirected;1
678;681;undirected;1
678;771;undirected;1
678;772;undirected;1
678;1017;undirected;1
679;5;undirected;1
679;6;undirected;1
679;9;undirected;1
679;54;undirected;1
679;103;undirected;1
679;211;undirected;1
679;213;undirected;1
679;223;undirected;1
679;229;undirected;1
679;249;undirected;1
679;278;undirected;1
679;311;undirected;1
679;326;undirected;1
679;330;undirected;1
679;336;undirected;2
679;352;undirected;1
679;354;undirected;1
679;355;undirected;1
679;367;undirected;1
679;456;undirected;1
679;458;undirected;1
679;469;undirected;1
679;499;undirected;1
679;542;undirected;1
679;572;undirected;1
679;645;undirected;1
679;680;undirected;1
679;681;undirected;1
679;688;undirected;1
679;744;undirected;1
679;850;undirected;1
679;851;undirected;1
679;915;undirected;1
679;941;undirected;1
679;965;undirected;1
679;987;undirected;1
679;1042;undirected;1
679;1061;undirected;1
679;1114;undirected;1
679;1144;undirected;1
679;1152;undirected;1
679;1173;undirected;1
679;1230;undirected;1
679;1262;undirected;2
679;1279;undirected;1
679;1301;undirected;1
679;1370;undirected;1
679;1380;undirected;1
679;1389;undirected;1
679;1393;undirected;1
679;1399;undirected;1
679;1502;undirected;1
679;1514;undirected;1
679;1549;undirected;1
679;1613;undirected;1
679;1795;undirected;1
679;1842;undirected;1
679;1846;undirected;1
679;1849;undirected;1
680;402;undirected;1
680;592;undirected;1
680;681;undirected;1
680;695;undirected;1
680;1081;undirected;1
680;1139;undirected;1
680;1571;undirected;1
681;4;undirected;1
681;419;undirected;1
681;480;undirected;1
681;526;undirected;1
681;549;undirected;1
681;803;undirected;1
681;954;undirected;1
681;1758;undirected;1
681;1821;undirected;1
682;1;undirected;1
682;29;undirected;1
682;182;undirected;1
682;223;undirected;1
682;250;undirected;1
682;252;undirected;1
682;262;undirected;1
682;288;undirected;1
682;355;undirected;1
682;542;undirected;1
682;560;undirected;1
682;651;undirected;1
682;665;undirected;1
682;683;undirected;1
682;729;undirected;2
682;868;undirected;1
682;885;undirected;1
682;968;undirected;1
682;1017;undirected;1
682;1021;undirected;1
682;1058;undirected;1
682;1100;undirected;1
682;1114;undirected;1
682;1125;undirected;1
682;1136;undirected;1
682;1299;undirected;1
682;1312;undirected;2
682;1317;undirected;1
682;1318;undirected;1
682;1444;undirected;1
682;1752;undirected;1
683;299;undirected;1
683;357;undirected;1
683;951;undirected;1
683;1048;undirected;1
683;1071;undirected;1
683;1370;undirected;1
683;1621;undirected;1
683;1849;undirected;1
684;113;undirected;1
684;253;undirected;1
684;294;undirected;1
684;325;undirected;1
684;543;undirected;1
684;554;undirected;1
684;685;undirected;1
684;766;undirected;1
684;875;undirected;1
684;1003;undirected;1
684;1024;undirected;1
684;1118;undirected;1
684;1592;undirected;1
686;279;undirected;1
686;687;undirected;1
686;808;undirected;1
686;886;undirected;1
686;932;undirected;1
686;1110;undirected;1
686;1290;undirected;1
686;1652;undirected;1
686;1682;undirected;1
686;1724;undirected;1
686;1816;undirected;1
687;1480;undirected;1
688;55;undirected;1
688;104;undirected;1
688;111;undirected;1
688;137;undirected;1
688;363;undirected;1
688;395;undirected;1
688;396;undirected;1
688;532;undirected;1
688;548;undirected;1
688;578;undirected;1
688;604;undirected;1
688;624;undirected;1
688;639;undirected;1
688;834;undirected;1
688;846;undirected;1
688;908;undirected;1
688;1061;undirected;1
688;1089;undirected;1
688;1145;undirected;1
688;1249;undirected;1
688;1565;undirected;1
688;1755;undirected;1
688;1799;undirected;1
689;20;undirected;1
689;39;undirected;1
689;68;undirected;1
689;91;undirected;1
689;111;undirected;1
689;121;undirected;1
689;182;undirected;1
689;239;undirected;1
689;306;undirected;1
689;315;undirected;1
689;318;undirected;1
689;339;undirected;1
689;341;undirected;1
689;463;undirected;1
689;469;undirected;1
689;518;undirected;1
689;579;undirected;1
689;689;undirected;1
689;744;undirected;1
689;745;undirected;1
689;1016;undirected;1
689;1309;undirected;1
689;1502;undirected;1
689;1509;undirected;1
689;1566;undirected;1
689;1643;undirected;1
689;1791;undirected;1
690;6;undirected;1
690;60;undirected;1
690;223;undirected;1
690;285;undirected;1
690;336;undirected;1
690;354;undirected;1
690;434;undirected;1
690;517;undirected;1
690;592;undirected;1
690;593;undirected;1
690;679;undirected;1
690;690;undirected;1
690;720;undirected;1
690;776;undirected;1
690;784;undirected;1
690;807;undirected;1
690;819;undirected;1
690;965;undirected;1
690;1142;undirected;1
690;1298;undirected;1
690;1394;undirected;1
690;1505;undirected;1
690;1641;undirected;1
690;1642;undirected;1
691;277;undirected;2
691;386;undirected;1
691;692;undirected;1
691;723;undirected;1
691;1013;undirected;1
691;1571;undirected;1
692;105;undirected;1
692;1313;undirected;1
693;20;undirected;1
693;99;undirected;1
693;383;undirected;1
693;552;undirected;1
693;694;undirected;1
693;734;undirected;1
693;736;undirected;1
693;789;undirected;1
693;887;undirected;1
693;998;undirected;1
693;1560;undirected;1
693;1790;undirected;1
694;105;undirected;1
694;108;undirected;1
694;198;undirected;1
694;255;undirected;1
694;386;undirected;2
694;406;undirected;1
694;452;undirected;1
694;466;undirected;1
694;564;undirected;1
694;761;undirected;1
694;824;undirected;1
694;833;undirected;1
694;855;undirected;1
694;961;undirected;1
694;987;undirected;1
694;1026;undirected;1
694;1148;undirected;1
694;1184;undirected;1
694;1349;undirected;1
694;1382;undirected;1
694;1463;undirected;1
694;1564;undirected;1
694;1779;undirected;1
695;137;undirected;2
695;157;undirected;1
695;267;undirected;1
695;294;undirected;1
695;329;undirected;1
695;364;undirected;1
695;383;undirected;1
695;399;undirected;1
695;477;undirected;1
695;518;undirected;1
695;585;undirected;1
695;808;undirected;1
695;850;undirected;1
695;912;undirected;1
695;919;undirected;1
695;972;undirected;1
695;1105;undirected;1
695;1165;undirected;1
695;1175;undirected;1
695;1235;undirected;1
695;1312;undirected;1
695;1352;undirected;1
695;1394;undirected;1
695;1604;undirected;1
695;1813;undirected;1
696;22;undirected;1
696;151;undirected;1
696;279;undirected;1
696;309;undirected;1
696;697;undirected;1
696;698;undirected;1
696;723;undirected;1
696;745;undirected;1
696;765;undirected;1
696;1644;undirected;1
697;133;undirected;1
697;203;undirected;1
697;433;undirected;1
697;592;undirected;1
697;667;undirected;1
697;698;undirected;1
697;875;undirected;1
697;884;undirected;1
697;887;undirected;1
697;1002;undirected;1
697;1285;undirected;1
697;1445;undirected;1
697;1758;undirected;1
698;192;undirected;1
698;1054;undirected;1
698;1203;undirected;1
698;1353;undirected;1
698;1439;undirected;1
699;130;undirected;1
699;700;undirected;1
699;843;undirected;1
699;1420;undirected;1
700;265;undirected;1
700;1084;undirected;1
700;1110;undirected;1
700;1149;undirected;1
700;1527;undirected;1
700;1752;undirected;1
701;92;undirected;1
701;238;undirected;1
701;355;undirected;1
701;357;undirected;1
701;498;undirected;1
701;517;undirected;1
701;702;undirected;1
701;725;undirected;1
701;726;undirected;1
701;727;undirected;1
701;746;undirected;1
701;767;undirected;1
701;1034;undirected;1
701;1037;undirected;1
701;1059;undirected;1
701;1159;undirected;1
701;1213;undirected;1
701;1285;undirected;1
701;1330;undirected;1
701;1439;undirected;1
701;1453;undirected;1
701;1550;undirected;1
701;1616;undirected;2
701;1626;undirected;1
701;1644;undirected;1
701;1653;undirected;1
702;33;undirected;1
702;220;undirected;1
702;647;undirected;1
702;817;undirected;1
702;1034;undirected;1
702;1325;undirected;1
703;0;undirected;2
703;5;undirected;1
703;58;undirected;1
703;128;undirected;1
703;134;undirected;1
703;267;undirected;1
703;273;undirected;1
703;294;undirected;1
703;354;undirected;1
703;402;undirected;1
703;555;undirected;1
703;573;undirected;1
703;636;undirected;1
703;672;undirected;1
703;705;undirected;1
703;708;undirected;1
703;716;undirected;1
703;815;undirected;1
703;838;undirected;1
703;846;undirected;1
703;887;undirected;1
703;915;undirected;1
703;944;undirected;1
703;947;undirected;1
703;973;undirected;1
703;1115;undirected;1
703;1165;undirected;1
703;1167;undirected;1
703;1233;undirected;1
703;1253;undirected;1
703;1283;undirected;1
703;1290;undirected;1
703;1497;undirected;1
703;1529;undirected;1
703;1533;undirected;1
703;1534;undirected;1
703;1572;undirected;1
704;20;undirected;1
704;185;undirected;1
704;189;undirected;1
704;244;undirected;1
704;253;undirected;1
704;272;undirected;1
704;284;undirected;1
704;388;undirected;1
704;459;undirected;1
704;567;undirected;1
704;677;undirected;1
704;705;undirected;1
704;755;undirected;1
704;756;undirected;1
704;757;undirected;1
704;965;undirected;1
704;1046;undirected;1
704;1112;undirected;1
704;1116;undirected;1
704;1406;undirected;1
704;1545;undirected;1
704;1742;undirected;1
705;20;undirected;1
705;111;undirected;1
705;244;undirected;1
705;272;undirected;1
705;341;undirected;1
705;518;undirected;1
705;542;undirected;1
705;555;undirected;1
705;653;undirected;1
705;689;undirected;1
705;716;undirected;1
705;816;undirected;1
705;846;undirected;1
705;868;undirected;1
705;915;undirected;2
705;1016;undirected;1
705;1065;undirected;1
705;1233;undirected;1
705;1283;undirected;1
705;1432;undirected;1
705;1433;undirected;2
705;1529;undirected;1
706;16;undirected;1
706;328;undirected;1
706;668;undirected;1
706;707;undirected;1
706;708;undirected;1
707;16;undirected;1
707;56;undirected;1
707;57;undirected;1
707;190;undirected;1
707;260;undirected;1
707;265;undirected;1
707;668;undirected;1
707;708;undirected;1
707;944;undirected;1
707;1566;undirected;1
708;16;undirected;1
708;163;undirected;1
708;250;undirected;1
708;267;undirected;1
708;301;undirected;1
708;480;undirected;1
708;499;undirected;1
708;668;undirected;1
708;740;undirected;1
708;969;undirected;1
708;1033;undirected;1
708;1118;undirected;1
708;1248;undirected;1
708;1251;undirected;1
708;1290;undirected;1
708;1300;undirected;1
708;1330;undirected;1
709;57;undirected;1
709;519;undirected;1
709;553;undirected;1
709;709;undirected;1
710;36;undirected;1
710;138;undirected;1
710;148;undirected;1
710;173;undirected;1
710;393;undirected;1
710;508;undirected;1
710;641;undirected;1
710;711;undirected;5
710;746;undirected;1
710;760;undirected;1
710;771;undirected;1
710;773;undirected;1
710;776;undirected;1
710;868;undirected;1
710;879;undirected;1
710;880;undirected;1
710;889;undirected;2
710;908;undirected;1
710;922;undirected;1
710;984;undirected;1
710;1091;undirected;1
710;1132;undirected;1
710;1235;undirected;1
710;1238;undirected;1
710;1462;undirected;1
710;1554;undirected;1
710;1633;undirected;1
711;114;undirected;1
711;173;undirected;1
711;476;undirected;1
711;508;undirected;1
711;614;undirected;1
711;710;undirected;6
711;746;undirected;1
711;771;undirected;1
711;776;undirected;1
711;880;undirected;1
711;889;undirected;2
711;908;undirected;1
711;922;undirected;1
711;1091;undirected;1
711;1106;undirected;1
711;1132;undirected;1
711;1462;undirected;1
711;1554;undirected;1
711;1633;undirected;1
712;9;undirected;1
712;14;undirected;1
712;105;undirected;1
712;259;undirected;1
712;260;undirected;1
712;364;undirected;1
712;592;undirected;1
712;810;undirected;1
712;869;undirected;1
712;889;undirected;1
712;1070;undirected;1
712;1290;undirected;1
712;1509;undirected;1
713;216;undirected;1
713;326;undirected;1
713;395;undirected;1
713;396;undirected;1
713;808;undirected;1
713;819;undirected;1
713;875;undirected;1
713;939;undirected;1
713;973;undirected;1
713;1207;undirected;1
713;1317;undirected;1
713;1517;undirected;1
713;1536;undirected;1
713;1537;undirected;1
713;1745;undirected;1
713;1833;undirected;1
714;20;undirected;1
714;54;undirected;1
714;56;undirected;1
714;57;undirected;1
714;184;undirected;1
714;186;undirected;1
714;190;undirected;1
714;192;undirected;1
714;237;undirected;1
714;256;undirected;1
714;265;undirected;2
714;303;undirected;1
714;341;undirected;1
714;406;undirected;1
714;707;undirected;1
714;771;undirected;1
714;972;undirected;1
714;1148;undirected;1
714;1327;undirected;1
715;83;undirected;1
715;324;undirected;1
715;382;undirected;1
715;418;undirected;1
715;419;undirected;1
715;420;undirected;1
715;604;undirected;1
715;716;undirected;2
715;717;undirected;1
715;772;undirected;1
715;802;undirected;1
715;858;undirected;1
715;859;undirected;1
715;860;undirected;1
715;861;undirected;1
715;862;undirected;1
715;863;undirected;1
715;1075;undirected;1
715;1418;undirected;1
715;1474;undirected;1
715;1750;undirected;1
716;83;undirected;1
716;124;undirected;1
716;317;undirected;1
716;717;undirected;1
716;802;undirected;1
716;895;undirected;1
716;1066;undirected;1
716;1292;undirected;1
716;1474;undirected;1
716;1805;undirected;1
717;508;undirected;1
717;635;undirected;1
717;1569;undirected;1
717;1651;undirected;1
718;244;undirected;1
718;589;undirected;1
718;719;undirected;1
718;720;undirected;1
718;721;undirected;1
718;722;undirected;1
718;723;undirected;1
718;765;undirected;1
718;797;undirected;1
718;1136;undirected;1
719;3;undirected;1
719;113;undirected;1
719;212;undirected;1
719;226;undirected;2
719;254;undirected;1
719;255;undirected;1
719;294;undirected;1
719;425;undirected;1
719;428;undirected;1
719;543;undirected;1
719;684;undirected;1
719;690;undirected;1
719;720;undirected;7
719;721;undirected;1
719;722;undirected;1
719;723;undirected;1
719;766;undirected;1
719;789;undirected;1
719;800;undirected;1
719;1024;undirected;1
719;1298;undirected;1
719;1394;undirected;1
720;113;undirected;1
720;119;undirected;1
720;254;undirected;1
720;294;undirected;1
720;425;undirected;1
720;543;undirected;1
720;684;undirected;2
720;721;undirected;1
720;722;undirected;1
720;723;undirected;1
720;766;undirected;1
720;798;undirected;1
720;800;undirected;1
720;1024;undirected;1
720;1118;undirected;1
720;1383;undirected;1
720;1394;undirected;1
720;1592;undirected;1
721;722;undirected;1
721;723;undirected;1
721;1052;undirected;1
721;1105;undirected;1
722;265;undirected;1
722;723;undirected;1
722;834;undirected;1
722;908;undirected;1
722;1087;undirected;1
722;1509;undirected;1
722;1634;undirected;1
723;137;undirected;1
723;151;undirected;1
723;506;undirected;1
723;585;undirected;1
723;745;undirected;1
723;1327;undirected;1
723;1475;undirected;1
724;9;undirected;1
724;341;undirected;1
724;355;undirected;1
724;406;undirected;1
724;517;undirected;1
724;553;undirected;1
724;614;undirected;1
724;701;undirected;2
724;714;undirected;1
724;725;undirected;1
724;726;undirected;1
724;727;undirected;1
724;767;undirected;1
724;784;undirected;1
724;950;undirected;1
724;1550;undirected;1
724;1616;undirected;1
724;1644;undirected;1
724;1808;undirected;1
725;192;undirected;1
725;267;undirected;1
725;517;undirected;1
725;726;undirected;1
725;727;undirected;1
725;1494;undirected;1
726;364;undirected;1
726;436;undirected;1
726;517;undirected;2
726;529;undirected;1
726;727;undirected;1
726;876;undirected;1
726;1550;undirected;1
727;395;undirected;1
727;396;undirected;1
727;466;undirected;2
727;517;undirected;1
727;528;undirected;1
727;578;undirected;1
727;623;undirected;1
727;675;undirected;1
727;717;undirected;1
727;912;undirected;1
727;985;undirected;1
727;1086;undirected;1
727;1220;undirected;1
727;1242;undirected;1
727;1356;undirected;1
727;1851;undirected;1
728;74;undirected;1
728;99;undirected;1
728;114;undirected;1
728;196;undirected;1
728;199;undirected;1
728;236;undirected;1
728;261;undirected;1
728;270;undirected;1
728;482;undirected;1
728;518;undirected;1
728;538;undirected;1
728;718;undirected;1
728;729;undirected;1
728;730;undirected;1
728;945;undirected;1
728;957;undirected;1
728;1016;undirected;1
728;1057;undirected;1
728;1061;undirected;1
728;1209;undirected;1
728;1283;undirected;1
728;1365;undirected;1
728;1529;undirected;1
728;1623;undirected;1
729;114;undirected;1
729;137;undirected;1
729;139;undirected;1
729;182;undirected;1
729;199;undirected;1
729;284;undirected;1
729;502;undirected;1
729;554;undirected;1
729;652;undirected;1
729;730;undirected;1
729;752;undirected;1
729;846;undirected;1
729;876;undirected;1
729;886;undirected;1
729;909;undirected;1
729;919;undirected;1
729;1033;undirected;1
729;1058;undirected;1
729;1114;undirected;1
729;1216;undirected;1
729;1496;undirected;1
729;1719;undirected;1
731;38;undirected;1
731;164;undirected;1
731;352;undirected;1
731;535;undirected;1
731;556;undirected;1
731;1197;undirected;1
732;36;undirected;1
732;273;undirected;1
732;330;undirected;1
732;403;undirected;1
732;767;undirected;1
732;797;undirected;1
732;819;undirected;1
732;1082;undirected;1
732;1298;undirected;1
733;20;undirected;1
733;57;undirected;1
733;186;undirected;1
733;197;undirected;1
733;210;undirected;1
733;262;undirected;1
733;366;undirected;1
733;714;undirected;1
733;833;undirected;1
733;912;undirected;1
733;1542;undirected;1
733;1549;undirected;1
733;1646;undirected;1
734;20;undirected;1
734;382;undirected;1
734;735;undirected;1
734;736;undirected;3
734;737;undirected;1
734;788;undirected;1
734;789;undirected;1
734;887;undirected;1
734;998;undirected;1
734;1746;undirected;1
734;1790;undirected;1
735;736;undirected;1
735;737;undirected;1
735;1477;undirected;1
736;20;undirected;1
736;99;undirected;1
736;207;undirected;1
736;382;undirected;1
736;692;undirected;1
736;734;undirected;2
736;737;undirected;1
736;887;undirected;1
736;998;undirected;1
736;1790;undirected;1
737;164;undirected;1
737;385;undirected;1
737;761;undirected;1
737;1005;undirected;1
737;1007;undirected;1
737;1665;undirected;1
737;1679;undirected;2
738;82;undirected;1
738;95;undirected;1
738;187;undirected;1
738;284;undirected;1
738;739;undirected;1
738;860;undirected;1
738;1169;undirected;1
738;1787;undirected;1
738;1894;undirected;1
739;82;undirected;1
739;603;undirected;1
739;1048;undirected;1
739;1150;undirected;1
739;1827;undirected;1
740;135;undirected;1
740;267;undirected;1
740;306;undirected;1
740;458;undirected;1
740;480;undirected;1
740;689;undirected;1
740;708;undirected;1
740;741;undirected;1
740;742;undirected;1
740;743;undirected;1
740;744;undirected;1
740;745;undirected;1
740;834;undirected;1
740;1101;undirected;1
740;1330;undirected;1
740;1849;undirected;1
741;5;undirected;1
741;15;undirected;1
741;20;undirected;2
741;47;undirected;1
741;60;undirected;1
741;77;undirected;1
741;114;undirected;1
741;135;undirected;1
741;137;undirected;1
741;151;undirected;1
741;214;undirected;1
741;250;undirected;1
741;253;undirected;1
741;280;undirected;1
741;302;undirected;1
741;306;undirected;1
741;311;undirected;1
741;365;undirected;1
741;458;undirected;1
741;476;undirected;1
741;496;undirected;1
741;552;undirected;1
741;676;undirected;1
741;679;undirected;1
741;689;undirected;1
741;690;undirected;1
741;710;undirected;1
741;742;undirected;1
741;743;undirected;1
741;744;undirected;1
741;745;undirected;1
741;760;undirected;1
741;773;undirected;2
741;776;undirected;1
741;834;undirected;1
741;972;undirected;1
741;1031;undirected;1
741;1032;undirected;1
741;1118;undirected;1
741;1126;undirected;1
741;1249;undirected;1
741;1345;undirected;1
741;1382;undirected;1
741;1389;undirected;1
741;1437;undirected;1
741;1467;undirected;1
741;1502;undirected;1
741;1505;undirected;1
741;1564;undirected;1
741;1641;undirected;1
741;1642;undirected;1
741;1648;undirected;1
741;1701;undirected;1
741;1820;undirected;1
741;1842;undirected;1
742;21;undirected;1
742;45;undirected;1
742;107;undirected;1
742;200;undirected;1
742;228;undirected;1
742;254;undirected;1
742;255;undirected;1
742;265;undirected;2
742;306;undirected;1
742;458;undirected;1
742;689;undirected;1
742;743;undirected;1
742;744;undirected;1
742;745;undirected;1
742;765;undirected;1
742;791;undirected;1
742;1120;undirected;1
742;1337;undirected;1
742;1538;undirected;1
742;1575;undirected;1
742;1634;undirected;1
743;33;undirected;1
743;306;undirected;1
743;478;undirected;1
743;689;undirected;1
743;744;undirected;1
743;745;undirected;1
743;761;undirected;1
743;1433;undirected;1
743;1491;undirected;1
744;125;undirected;1
744;137;undirected;1
744;255;undirected;1
744;745;undirected;1
744;777;undirected;1
745;23;undirected;1
745;49;undirected;1
745;1399;undirected;1
746;147;undirected;1
746;238;undirected;1
746;745;undirected;1
746;880;undirected;1
746;1132;undirected;1
746;1285;undirected;1
747;20;undirected;1
747;21;undirected;1
747;233;undirected;1
747;282;undirected;1
747;367;undirected;1
747;375;undirected;1
747;501;undirected;1
747;748;undirected;1
747;1098;undirected;1
747;1313;undirected;1
747;1788;undirected;1
747;1815;undirected;1
748;125;undirected;1
748;229;undirected;1
748;367;undirected;1
748;406;undirected;1
748;831;undirected;1
748;965;undirected;1
748;995;undirected;1
748;1002;undirected;1
748;1090;undirected;1
748;1091;undirected;1
748;1092;undirected;1
748;1413;undirected;1
749;172;undirected;1
749;235;undirected;1
749;332;undirected;1
749;355;undirected;1
749;365;undirected;1
749;383;undirected;1
749;447;undirected;1
749;463;undirected;1
749;612;undirected;1
749;750;undirected;1
749;751;undirected;1
749;752;undirected;1
749;809;undirected;1
749;816;undirected;1
749;1015;undirected;1
749;1273;undirected;1
749;1274;undirected;1
749;1401;undirected;1
749;1509;undirected;1
749;1821;undirected;1
750;30;undirected;1
750;37;undirected;1
750;218;undirected;1
750;235;undirected;1
750;332;undirected;1
750;577;undirected;1
750;581;undirected;1
750;751;undirected;3
750;752;undirected;1
750;764;undirected;1
750;774;undirected;1
750;931;undirected;1
750;1033;undirected;1
750;1523;undirected;1
750;1652;undirected;1
751;235;undirected;1
751;332;undirected;1
751;581;undirected;1
751;752;undirected;1
751;1652;undirected;1
751;1858;undirected;1
752;35;undirected;1
752;212;undirected;1
752;255;undirected;1
752;269;undirected;1
752;330;undirected;1
752;365;undirected;1
752;459;undirected;1
752;811;undirected;1
752;886;undirected;1
752;890;undirected;1
752;909;undirected;1
752;919;undirected;1
752;1000;undirected;1
752;1003;undirected;1
752;1051;undirected;1
752;1216;undirected;1
752;1605;undirected;1
752;1610;undirected;1
752;1655;undirected;1
752;1656;undirected;1
753;754;undirected;1
753;1237;undirected;1
754;20;undirected;1
754;164;undirected;1
754;366;undirected;1
754;461;undirected;1
754;587;undirected;1
754;737;undirected;1
754;759;undirected;1
754;760;undirected;1
754;761;undirected;1
754;762;undirected;2
754;1005;undirected;2
754;1007;undirected;1
754;1790;undirected;1
754;1832;undirected;1
754;1861;undirected;1
755;459;undirected;1
755;532;undirected;1
755;567;undirected;1
755;756;undirected;1
755;757;undirected;1
756;157;undirected;1
756;269;undirected;1
756;359;undirected;1
756;387;undirected;1
756;459;undirected;1
756;757;undirected;1
756;795;undirected;1
756;830;undirected;1
756;916;undirected;1
756;944;undirected;1
756;1024;undirected;1
756;1141;undirected;1
756;1470;undirected;1
756;1513;undirected;1
756;1524;undirected;1
757;408;undirected;1
757;459;undirected;1
757;569;undirected;1
757;832;undirected;1
757;833;undirected;1
757;834;undirected;1
757;965;undirected;1
758;20;undirected;1
758;70;undirected;1
758;84;undirected;1
758;162;undirected;2
758;163;undirected;1
758;377;undirected;1
758;428;undirected;1
758;589;undirected;1
758;754;undirected;1
758;759;undirected;1
758;760;undirected;1
758;761;undirected;1
758;762;undirected;1
758;789;undirected;1
758;900;undirected;1
758;910;undirected;1
758;955;undirected;1
758;1005;undirected;1
758;1012;undirected;1
758;1288;undirected;1
758;1347;undirected;1
758;1584;undirected;1
758;1691;undirected;1
759;12;undirected;1
759;99;undirected;1
759;207;undirected;1
759;523;undirected;1
759;736;undirected;1
759;760;undirected;1
759;761;undirected;1
759;762;undirected;1
759;775;undirected;1
759;955;undirected;1
759;1263;undirected;1
759;1425;undirected;1
759;1427;undirected;1
759;1474;undirected;1
760;279;undirected;1
760;315;undirected;1
760;408;undirected;1
760;480;undirected;2
760;585;undirected;1
760;723;undirected;1
760;761;undirected;1
760;762;undirected;1
760;782;undirected;1
760;1114;undirected;1
761;385;undirected;1
761;386;undirected;1
761;762;undirected;1
761;865;undirected;1
761;1211;undirected;1
761;1491;undirected;1
761;1665;undirected;1
762;366;undirected;1
763;171;undirected;2
763;201;undirected;1
763;254;undirected;1
763;255;undirected;1
763;718;undirected;1
763;764;undirected;1
763;765;undirected;1
763;766;undirected;1
763;1318;undirected;2
764;105;undirected;1
764;171;undirected;1
764;218;undirected;1
764;299;undirected;1
764;324;undirected;1
764;508;undirected;1
764;535;undirected;1
764;581;undirected;1
764;705;undirected;1
764;751;undirected;1
